CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-18-8750-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO LOS OLIVOS DEL NORTE,RESIDENCIALES LOS OLIVOS,22852203.0,ZUHILEM YESENIA ESTRADA ORTIZ,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8766-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LOTE 928 MZ. 8 COLONIA MAYA,22602017.0,ISRAEL PORTILLO HERNANDEZ,DAVID OLIVA LIMA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8898-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,0 CALLE 12-67 LAVARREDA,22584488.0,CARLOS HUMBERTO GONZALEZ DE LEON,WALTER GUILLERMO MURALLES LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-8899-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,0 CALLE 12-67 LA VARREDA,22584488.0,CESAR ARNOLDO MARTINEZ GARCIA,ZOILA OCTAVILA QUIJADA FOLGAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-8926-46,01-403,CIUDAD CAPITAL,ZONA 18,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION -C.F.P.C.-,MANZANA 5 LOTE 579 COLONIA MAYA,22603936.0,CARLOS HUMBERTO GONZALEZ DE LEON,FRANCISCO ROLANDO CORZANTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9215-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT',"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",22554175.0,CARLOS HUMBERTO GONZALEZ DE LEON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-9216-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUATCION 'FERMAT',"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",22554175.0,CARLOS HUMBERTO GONZALEZ DE LEON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9217-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT' (POR MADUREZ),"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",22541175.0,CARLOS HUMBERTO GONZALEZ DE LEON,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9492-46,01-403,CIUDAD CAPITAL,ZONA 18,ESCUELA ALTERNATIVA LUZ Y ESPERANZA /GRUPO CEIBA,23AV. G 15-41 COLONIA EL LIMON,22305599.0,CARLOS HUMBERTO GONZALEZ DE LEON,MARCO ANTONIO CASTILLO CASTILLO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-9670-46,01-110,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO LANCASTERIANO,"MANZANA 05, LOTE 579 COLONIA MAYA",22603936.0,ZUHILEM YESENIA ESTRADA ORTIZ,MEVIZ ASIVIA ARGUETA ALVARADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-9672-46,01-403,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO LANCASTERIANO,"MANZANA 05, LOTE 579 COLONIA MAYA",22603936.0,CARLOS HUMBERTO GONZALEZ DE LEON,MEVIZ ASIVIA ARGUETA ALVARADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9755-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S.,13 AVENIDA 13-46 COLONIA LAVARREDA,22561189.0,CARLOS HUMBERTO GONZALEZ DE LEON,ANNABELLA EMPERATRIZ JIMÉNEZ CASTELLANOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-19-0013-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO LA EDUCACIÓN,"7MA. AVENIDA 3-20, COLONIA LA FLORIDA",24310333.0,RONALD MAURICIO MORALES VIVAR,NATALY GABRIELA DE LEÓN URIZAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0014-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO CRISTIANO AVIVAMIENTO,10A AVENIDA 8-77 COLONIA LA FLORIDA,24376234.0,RONALD MAURICIO MORALES VIVAR,LUZ AMPARO ARANA LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0015-46,01-410,CIUDAD CAPITAL,ZONA 19,COLEGIO CRISTIANO AVIVAMIENTO,10A AVENIDA 8-77 COLONIA LA FLORIDA,,CEDWIN EUGENIO CRUZ BUCARO,MARLEN ELIZABETH LOPEZ MAZARIEGOS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0016-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO NUESTRA SEÑORA DE LOS MEDALLA MILAGROSA,12 AVENIDA 1-69 COLONIA LA FLORIDA,24334766.0,RONALD MAURICIO MORALES VIVAR,ANA DEL CARMENSANTIZO MARTINEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0019-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9NA. AVENIDA 4-31,24370216.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0020-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TECNICO VOCACIONAL GALILEI,9NA. AV. 4-31,24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0021-46,01-409,CIUDAD CAPITAL,ZONA 19,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA JORNADA NOCTURNA,9 AV. 5-05 COLONIA LA FLORIDA,59996502.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,HÉCTOR DAVID GÓMEZ ARDIANO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0035-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN KAIROS,5A. AVENIDA 7-30 COLONIA LA FLORIDA ZONA 19,59394356.0,RONALD MAURICIO MORALES VIVAR,MIRNA DINORAH LÓPEZ NÁJERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0039-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGÉLICO MIXTO INNOVADOR,9NA. AVENIDA 0-15 ZONA 19 COLONIA LA FLORIDA,24329034.0,RONALD MAURICIO MORALES VIVAR,DANIEL ALEXANDER JIMÉNEZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0041-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGÉLICO MIXTO INNOVADOR,9NA.AVENIDA 0-15 ZONA 19 COLONIA LA FLORIDA,24329034.0,RONALD MAURICIO MORALES VIVAR,DANIEL ALEXANDER JIMÉNEZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0048-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLOGICO EL RODEO,CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA,57351810.0,RONALD MAURICIO MORALES VIVAR,ANA ELIZABETH CUXIL CHAPAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0052-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLOGICO EL RODEO,CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA,57351810.0,RONALD MAURICIO MORALES VIVAR,ANA ELIZABETH CUXIL CHAPAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0056-46,01-409,CIUDAD CAPITAL,ZONA 19,COLEGIO BILINGUE ESPECIALIZADO EN COMPUTACIÓN KAIROS,"5A. AVENIDA 7-30 ZONA 19, COLONIA LA FLORIDA",59394356.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,MIRNA DINORAH LÓPEZ NÁJERA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0059-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,LILIAN MARIBELL GUZMÁN PATZÁN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0063-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,LILIAN MARIBELL GUZMÁN PATZÁN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0064-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,LILIAN MARIBELL GUZMÁN PATZÁN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0065-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0066-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0067-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0070-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0071-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0077-46,01-620,CIUDAD CAPITAL,ZONA 19,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1""",8VA. CALLE 11-25 Z. 19 COL. LA FLORIDA,24378357.0,RONALD MAURICIO MORALES VIVAR,JUAN ENRIQUE MARTÍNEZ SOLANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0081-46,01-620,CIUDAD CAPITAL,ZONA 19,"COLEGIO EDUCATIVO "" LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2""",8VA. CALLE 11-22 Z. 19 COL. LA FLORIDA,24378357.0,RONALD MAURICIO MORALES VIVAR,ANNY VICTORIA PERDOMO VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0085-46,01-620,CIUDAD CAPITAL,ZONA 19,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3""",10 AVENIDA 2-79 COLONIA LA FLORIDA ZONA 19,24378357.0,RONALD MAURICIO MORALES VIVAR,NORMA VERÓNICA GIL VALLECILLOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0087-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO MIXTO SAN PEDRO DAMIAN,8A. AVENIDA 01-41 COLONIA LA FLORIDA ZONA 19,23643767.0,RONALD MAURICIO MORALES VIVAR,KARLA MERCEDES PINEDA CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0089-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,6A. AVENIDA 1-67 ZONA 19 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,LILIAN MARIBELL GUZMÁN PATZÁN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-19-0091-46,01-620,CIUDAD CAPITAL,ZONA 19,"CENTRO EDUCATIVO CRISTIANO ""FUENTE DE VIDA""",6A. AVENIDA 1-57 ZONA 19 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,VIVIAN DALILA ESTRADA RUANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-19-0094-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,"9A. AVENIDA 4-31 ZONA 19, COLONIA LA FLORIDA",24370206.0,RONALD MAURICIO MORALES VIVAR,SONIA JOSEFINA MORALES CAXAJ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA OCCIDENTE
00-19-0098-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO BELÉN,"6A. AVENIDA 0-79, COLONIA LA FLORIDA, ZONA 19",22027878.0,RONALD MAURICIO MORALES VIVAR,JOAQUIN ANTONIO MANCILLA RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-19-0099-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO COMERCIAL TECNOLÓGICO EL RODEO,CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA ZONA 19,57351810.0,RONALD MAURICIO MORALES VIVAR,ANA ELIZABETH CUXIL CHAPAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-19-0101-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGÉLICO MIXTO INTEGRAL,9A. AVENIDA 4-80 ZONA 19 COLONIA LA FLORIDA,,RONALD MAURICIO MORALES VIVAR,JUAN JOSÉ JIMÉNEZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA OCCIDENTE
00-19-0102-46,01-620,CIUDAD CAPITAL,ZONA 19,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,9A. AVENIDA 5-05 ZONA 19 COLONIA LA FLORIDA,55053278.0,RONALD MAURICIO MORALES VIVAR,HÉCTOR DAVID GÓMEZ ARDIANO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0103-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO SAN JUAN,"CALZADA SAN JUAN 06-53 COLONIA LA FLORIDA ZONA DIECINUEVE GUATEMALA, GUATEMALA",25098974.0,RONALD MAURICIO MORALES VIVAR,HENRY DONALDO CIFUENTES HERNÁNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0107-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO SAN JUAN,CALZADA SAN JUAN 06-53 COLONIA LA FLORIDA ZONA DIECINUEVE,25098974.0,RONALD MAURICIO MORALES VIVAR,HENRY DONALDO CIFUENTES HERNÁNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-0108-46,01-620,CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO SAN JUAN,"CALZADA SAN JUAN 06-53 COLONIA LA FLORIDA ZONA DIECINUEVE GUATEMALA, GUATEMALA",25098974.0,RONALD MAURICIO MORALES VIVAR,HENRY DONALDO CIFUENTES HERNÁNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-19-0112-46,01-620,CIUDAD CAPITAL,ZONA 19,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,"9A. AVENIDA 5-05 ZONA 19, COLONIA LA FLORIDA",55053278.0,RONALD MAURICIO MORALES VIVAR,HÉCTOR DAVID GÓMEZ ARDIANO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0116-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO MIXTO SAN PEDRO DAMIÁN NO. 3,"8A. AVENIDA 1-31 ZONA 19, COLONIA LA FLORIDA",24375834.0,RONALD MAURICIO MORALES VIVAR,MARÍA ELIZABETH BONILLA GRIJALVA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-19-1099-46,01-102,CIUDAD CAPITAL,ZONA 19,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,12 AVE 1-69 COLONIA LA FLORIDA ZONA 19,,ZIZI ARELY LOPEZ CHINCHILLA,JORGE GRANADOS GUZMAN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-2592-46,01-620,CIUDAD CAPITAL,ZONA 19,INSTITUTO MIXTO GUATEMALTECO ISRAELI,9A AV 3-91 LA FLORIDA,24310253.0,RONALD MAURICIO MORALES VIVAR,SARA VIOLETA ALFARO MALDONADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-4440-46,01-620,CIUDAD CAPITAL,ZONA 19,INSTITUTO NUESTRA CULTURA,8A. AVENIDA 1-41 COLONIA LA FLORIDA,24375834.0,RONALD MAURICIO MORALES VIVAR,GLENDA EUNISSE VÉLIZ FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-7319-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PROFESOR EFRAIN URIZAR LEAL LA EDUCACION,7A. AVE. 3-20 COLONIA LA FLORIDA,24310333.0,RONALD MAURICIO MORALES VIVAR,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-8129-46,01-620,CIUDAD CAPITAL,ZONA 19,"CENTRO EDUCATIVO CRISTIANO ""FUENTE DE VIDA""",6TA. AVE. 1-57 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,VIVIAN DALILA ESTRADA RUANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-8131-46,01-620,CIUDAD CAPITAL,ZONA 19,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA,6TA. AVE. 1-57 COLONIA LA FLORIDA,24323192.0,RONALD MAURICIO MORALES VIVAR,VIVIAN DALILA ESTRADA RUANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-8326-46,01-620,CIUDAD CAPITAL,ZONA 19,INSTITUTO MIXTO GUATEMALTECO ISRAELI,9A. AVENIDA 3-91 COLONIA LA FLORIDA,24310253.0,RONALD MAURICIO MORALES VIVAR,SARA VIOLETA ALFARO MALDONADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-8378-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO BELÉN,6A. AVENIDA 0-79 COLONIA LA FLORIDA,22027878.0,RONALD MAURICIO MORALES VIVAR,JOAQUIN ANTONIO MANCILLA RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-8788-46,01-620,CIUDAD CAPITAL,ZONA 19,"CENTRO EDUCATIVO CRISTIANO ""FUENTE DE VIDA""",6TA. AV. 1-57 COLONIA LA FLORIDA,22775656.0,RONALD MAURICIO MORALES VIVAR,VIVIAN DALILA ESTRADA RUANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-8892-46,01-401,CIUDAD CAPITAL,ZONA 19,ESCUELA SUPERIOR DE INFORMATICA,13 AV. 1-63 COLONIA LA FLORIDA,24342389.0,IXMUCANE ALDANA VILLAVICENCIO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-9025-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGELICO MIXTO INTEGRAL,"9A. AVENIDA 4-80, COLONIA LA FLORIDA",24341798.0,RONALD MAURICIO MORALES VIVAR,JUAN JOSÉ JIMÉNEZ LÓPEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-9315-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO BELÉN,6A. AVENIDA 0-79 COLONIA LA FLORIDA,22027878.0,RONALD MAURICIO MORALES VIVAR,JOAQUIN ANTONIO MANCILLA RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-9317-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO BELÉN,6A. AVENIDA 0-79 COLONIA LA FLORIDA,22027878.0,RONALD MAURICIO MORALES VIVAR,JOAQUIN ANTONIO MANCILLA RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-9516-46,01-409,CIUDAD CAPITAL,ZONA 19,COLEGIO EVANGELICO MIXTO INTEGRAL,9A. AVENIDA 4-80 COLONIA LA FLORIDA,24329034.0,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN JOSÉ JIMÉNEZ LÓPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-9793-46,99-001,CIUDAD CAPITAL,ZONA 19,INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO EXPERIMENTAL DE EDUCACION MEDIA SIMON BOLIVAR,13-58 COLONIA 1O. DE JULIO,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,DESCONOCIDO,OFICIAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-21-0001-46,01-208,CIUDAD CAPITAL,ZONA 21,"LICEO MIXTO CRISTIANO ISRAEL, SOCIEDAD ANONIMA",11 CALLE 4-17 RESIDENCIALES EUREKA 0372,20107822.0,LILIAN NINETH TEOS REYES,MARÍA REYNA GARCÍA OLIVA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
